banishment.n.02	rejection by means of an act of banishing or proscribing someone	DRIVE-BACK
dismissal.n.04	the termination of someone's employment (leaving them free to depart)	DISMISS_FIRE-SMN
deactivation.n.01	breaking up a military unit (by transfers or discharges)	DISMISS_FIRE-SMN
demobilization.n.01	act of changing from a war basis to a peace basis including disbanding or discharging troops	DISMISS_FIRE-SMN
deposition.n.04	the act of deposing someone; removing a powerful person from a position or office	DISMISS_FIRE-SMN
disbarment.n.01	the act of expelling a lawyer from the practice of law	DISMISS_FIRE-SMN
release.n.11	a formal written statement of relinquishment	GIVE-UP_ABOLISH_ABANDON
relinquishment.n.02	the act of giving up and abandoning a struggle or task etc.	CHANGE-HANDS
layoff.n.01	the act of laying off an employee or a work force	DISMISS_FIRE-SMN
closure.n.07	termination of operations	FINISH_CONCLUDE_END
lustrum.n.02	a ceremonial purification of the Roman population every five years following the census	DISMISS_FIRE-SMN
removal.n.02	dismissal from office	DISMISS_FIRE-SMN
superannuation.n.03	the act of discharging someone because of age (especially to cause someone to retire from service on a pension)	DISMISS_FIRE-SMN
apprehension.n.04	the act of apprehending (especially apprehending a criminal)	CAGE_IMPRISON
capture.n.01	the act of forcibly dispossessing an owner of property	STEAL_DEPRIVE
capture.n.04	the act of taking of a person by force	REMOVE_TAKE-AWAY_KIDNAP
capture.n.03	any process in which an atomic or nuclear system acquires an additional particle	CATCH
catcher.n.02	the position on a baseball team of the player who is stationed behind home plate and who catches the balls that the pitcher throws	CATCH
hug.n.01	a tight or amorous embrace	CATCH
embrace.n.01	the act of clasping another person in the arms (as in greeting or affection)	TOUCH
entrapment.n.01	a defense that claims the defendant would not have broken the law if not tricked into doing it by law enforcement officials	CATCH
defense.n.11	a defendant's answer or plea denying the truth of the charges against him	REFUSE
frame-up.n.01	an act that incriminates someone on a false charge	CATCH
falsification.n.03	the act of rendering something false as by fraudulent changes (of documents or measures etc.) or counterfeiting	FAKE
fielding.n.01	(baseball) handling the ball while playing in the field	WORK
handling.n.02	the action of touching with the hands (or the skillful use of the hands) or by the use of mechanical means	TOUCH
wrestle.n.01	the act of engaging in close hand-to-hand combat	FIGHT
struggle.n.03	strenuous effort	TRY
wrestling.n.02	the sport of hand-to-hand struggle between unarmed contestants who try to throw each other down	FIGHT
interception.n.01	the act of intercepting; preventing something from proceeding or arriving	CATCH
roping.n.01	capturing cattle or horses with a lasso	CATCH
recapture.n.02	the act of taking something back	CATCH
recovery.n.03	the act of regaining or saving something lost (or in danger of becoming lost)	OBTAIN
swoop.n.02	a very rapid raid	CATCH
foray.n.01	a sudden short attack	ATTACK_BOMB
attack.n.01	(military) an offensive against an enemy (using weapons)	ATTACK_BOMB
operation.n.05	activity by a military or naval force (as a maneuver or campaign)	DIRECT_AIM_MANEUVER
crime.n.02	an evil act not necessarily punishable by law	IMPLY
suggestion.n.04	persuasion formulated as a suggestion	PERSUADE
victory.n.01	a successful ending of a struggle or contest	WIN
runaway.n.01	an easy victory	WIN
win.n.01	a victory (as in a race or other competition)	WIN
incorporation.n.03	including by incorporating	INCLUDE-AS
consignment.n.03	the delivery of goods for sale or disposal	SEND
express.n.03	rapid transport of goods	SEND
forwarding.n.01	the act of sending on to another destination	SEND
transmission.n.01	the act of sending a message; causing a message to be transmitted	CIRCULATE_SPREAD_DISTRIBUTE
sending.n.01	the act of causing something to go (especially messages)	SEND
mailing.n.02	the transmission of a letter	SEND
hospitalization.n.04	placing in medical care in a hospital	SEND
treatment.n.01	care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	HELP_HEAL_CARE_CURE
care.n.01	the work of providing treatment for or attending to someone or something	HELP_HEAL_CARE_CURE
post.n.11	the delivery and collection of letters and packages	SEND
massage.n.01	kneading and rubbing parts of the body to increase circulation and promote relaxation	TOUCH
reference.n.07	the act of referring or consulting	SEARCH
referral.n.03	the act of referring (as forwarding an applicant for employment or referring a matter to an appropriate agency)	SEND
relay.n.01	the act of passing something along from one person or group to another	SEND
passage.n.10	the act of passing something to another person	GIVE_GIFT
push.n.05	an effort to advance	PERSUADE
progress.n.02	the act of moving forward (as toward a goal)	GO-FORWARD
blandishment.n.02	the act of urging by means of teasing or flattery	PERSUADE
dissuasion.n.02	persuading not to do or believe something; talking someone out of a belief or an intended course of action	PERSUADE
drift.n.01	a force that moves something along	TRAVEL
force.n.02	(physics) the influence that produces a change in a physical quantity	PRESS_PUSH_FOLD
guidance.n.02	the act of guiding or showing the way	DIRECT_AIM_MANEUVER
steering.n.02	the act of setting and holding a course	PERSUADE
fomentation.n.03	deliberate and intentional triggering (of trouble or discord)	AROUSE_WAKE_ENLIVEN
seduction.n.01	enticing someone astray from right behavior	PERSUADE
afforestation.n.01	the conversion of bare or cultivated land into forest (originally for the purpose of hunting)	GROW_PLOW
conversion.n.09	the act of changing from one use or function or purpose to another	CONVERT
blooming.n.01	the organic process of bearing flowers	GROW_PLOW
blossoming.n.01	the time and process of budding and unfolding of blossoms	GROW_PLOW
growth.n.01	(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level	GROW_PLOW
germination.n.01	the process whereby seeds or spores sprout and begin to grow	GROW_PLOW
pullulation.n.01	asexual reproduction in which a local growth on the surface or in the body of the parent becomes a separate individual	GROW_PLOW
branching.n.01	the act of branching out or dividing into branches	SEPARATE_FILTER_DETACH
producer.n.03	something that produces	GROW_PLOW
cultivation.n.02	(agriculture) production of food by preparing the land to grow crops (especially on a large scale)	GROW_PLOW
cross-fertilization.n.01	fertilization by the union of male and female gametes from different individual of the same species	GROW_PLOW
graft.n.03	the act of grafting something onto something else	GROW_PLOW
attachment.n.06	the act of attaching or affixing something	ADD
fertilization.n.02	making fertile as by applying fertilizer or manure	AROUSE_WAKE_ENLIVEN
enrichment.n.01	act of making fuller or more meaningful or rewarding	AMELIORATE
foliation.n.01	(botany) the process of forming leaves	GROW_PLOW
fructification.n.01	the bearing of fruit	GROW_PLOW
germination.n.02	the origin of some development	GROW_PLOW
insemination.n.01	the act of sowing (of seeds in the ground or, figuratively, of germs in the body or ideas in the mind, etc.)	GROW_PLOW
planting.n.03	putting seeds or young plants in the ground to grow	PUT_APPLY_PLACE_PAVE
farming.n.01	the practice of cultivating the land or raising stock	GENERATE
maturation.n.01	coming to full development; becoming mature	GROW_PLOW
mellowing.n.01	the process of becoming mellow	GROW_PLOW
plowing.n.01	tilling the land with a plow	GROW_PLOW
tilling.n.01	cultivation of the land in order to raise crops	GROW_PLOW
reforestation.n.01	the restoration (replanting) of a forest that had been reduced by fire or cutting	GROW_PLOW
reclamation.n.01	the conversion of wasteland into land suitable for use of habitation or cultivation	RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
restoration.n.02	the act of restoring something or someone to a satisfactory state	HELP_HEAL_CARE_CURE
repair.n.01	the act of putting something in working order again	REPAIR_REMEDY
rooting.n.01	the process of putting forth roots and beginning to grow	GROW_PLOW
tillage.n.02	the cultivation of soil for raising crops	GROW_PLOW
vegetation.n.02	the process of growth in plants	GROW_PLOW
adaptation.n.02	the process of adapting to something (such as environmental conditions)	ADJUST_CORRECT
adjustment.n.03	the act of adjusting something to match a standard	ADJUST_CORRECT
calibration.n.01	the act of checking or adjusting (by comparison with a standard) the accuracy of a measuring instrument	ADJUST_CORRECT
alignment.n.04	the act of adjusting or aligning the parts of a device in relation to each other	ADJUST_CORRECT
coordination.n.02	the regulation of diverse elements into an integrated and harmonious operation	ADJUST_CORRECT
amendment.n.01	the act of amending or correcting	ADJUST_CORRECT
correction.n.01	the act of offering an improvement to replace a mistake; setting right	ADJUST_CORRECT
redress.n.02	act of correcting an error or a fault or an evil	ADJUST_CORRECT
reparation.n.04	something done or paid in expiation of a wrong	ADJUST_CORRECT
expiation.n.02	the act of atoning for sin or wrongdoing (especially appeasing a deity)	JUSTIFY_EXCUSE
redemption.n.01	(theology) the act of delivering from sin or saving from evil	HELP_HEAL_CARE_CURE
rescue.n.01	recovery or preservation from loss or danger	HELP_HEAL_CARE_CURE
collimation.n.01	the accurate adjustment of the line of sight of a telescope	ADJUST_CORRECT
recompense.n.02	the act of compensating for service or loss or injury	PAY
focalization.n.02	the act of bringing into focus	ADJUST_CORRECT
intensification.n.01	action that makes something stronger or more extreme	INCREASE_ENLARGE_MULTIPLY
regulation.n.05	the act of bringing to uniformity; making regular	ADJUST_CORRECT
grading.n.02	changing the ground level to a smooth horizontal or gently sloping surface	ADJUST_CORRECT
construction.n.01	the act of constructing something	MOUNT_ASSEMBLE_PRODUCE
indexation.n.01	a system of economic regulation: wages and interest are tied to the cost-of-living index in order to reduce the effects of inflation	ADJUST_CORRECT
modulation.n.05	the act of modifying or adjusting according to due measure and proportion (as with regard to artistic effect)	ADJUST_CORRECT
revision.n.01	the act of revising or altering (involving reconsideration and modification)	ADJUST_CORRECT
standardization.n.02	the imposition of standards or regulations	ADJUST_CORRECT
recombination.n.02	(genetics) a combining of genes or characters different from what they were in the parents	ADJUST_CORRECT
redetermination.n.01	determining again	ADJUST_CORRECT
refocusing.n.01	focusing again	ADJUST_CORRECT
synchronization.n.02	an adjustment that causes something to occur or recur in unison	ADJUST_CORRECT
synchronization.n.03	coordinating by causing to indicate the same time	ADJUST_CORRECT
tuning.n.01	(music) calibrating something (an instrument or electronic circuit) to a standard frequency	ADJUST_CORRECT
tune-up.n.02	adjustments made to an engine to improve its performance	ADJUST_CORRECT
backhand.n.01	a return made with the back of the hand facing the direction of the stroke	HIT
slam.n.03	a forceful impact that makes a loud noise	HIT
contact.n.04	the physical coming together of two or more things	BORDER
knock.n.03	a vigorous blow	HIT
blow.n.02	an impact (as from a collision)	HIT
batting.n.01	(baseball) the batter's attempt to get on base	HIT
beanball.n.01	a baseball deliberately thrown at the batter's head	HIT
pitch.n.02	(baseball) the act of throwing a baseball by a pitcher to a batter	THROW
throw.n.01	the act of throwing (propelling something with a rapid movement of the arm and wrist)	THROW
beating.n.02	the act of inflicting corporal punishment with repeated blows	HIT
beat.n.06	the sound of stroke or blow	MAKE-A-SOUND
beat.n.09	a stroke or blow	SHAPE
blast.n.01	a very long fly ball	HIT
fly.n.04	(baseball) a hit that flies up in the air	HIT
kick.n.01	the act of delivering a blow with the foot	HIT
box.n.10	a blow with the hand (usually on the ear)	FIGHT
boxing.n.01	fighting with the fists	FIGHT
bunt.n.01	(baseball) the act of hitting a baseball lightly without swinging the bat	HIT
whipping.n.01	beating with a whip or strap or rope as a form of punishment	HIT
ricochet.n.01	a glancing rebound	MOVE-BACK
carom.n.02	a shot in billiards in which the cue ball contacts one object ball and then the other	HIT
chip.n.08	(golf) a low running approach shot	HIT
golf_stroke.n.01	the act of swinging a golf club at a golf ball and (usually) hitting it	MOVE-SOMETHING
chop.n.04	a tennis return made with a downward motion that puts backspin on the ball	HIT
chop.n.05	a grounder that bounces high in the air	HIT
clack.n.01	a sharp abrupt noise as if two objects hit together; may be repeated	MAKE-A-SOUND
bang.n.02	a sudden very loud noise	MAKE-A-SOUND
collision.n.01	(physics) a brief event in which two or more bodies come together	HIT
collision.n.02	an accident resulting from violent impact of a moving object	HIT
crack.n.04	a sudden sharp noise	MAKE-A-SOUND
chink.n.03	a short light metallic sound	MAKE-A-SOUND
click.n.04	depression of a button on a computer mouse	HIT
depression.n.10	pushing down	PRESS_PUSH_FOLD
rap.n.02	a gentle blow	HIT
double.n.01	a base hit on which the batter stops safely at second base	HIT
hit.n.01	(baseball) a successful stroke in an athletic contest (especially in baseball)	SCORE
drive.n.06	hitting a golf ball off of a tee with a driver	HIT
drive.n.12	(sports) a hard straight return (as in tennis or squash)	HIT
whip.n.05	a quick blow delivered with a whip or whiplike object	HIT
follow-through.n.02	the act of carrying a stroke to its natural completion	HIT
completion.n.02	a concluding action	FINISH_CONCLUDE_END
hook.n.06	a golf shot that curves to the left for a right-handed golfer	HIT
hook.n.07	a short swinging punch delivered from the side with the elbow bent	HIT
horsewhipping.n.01	the act of whipping with a horsewhip	HIT
jab.n.02	a quick short straight punch	HIT
jab.n.01	a sharp hand gesture (resembling a blow)	PUT_APPLY_PLACE_PAVE
gesture.n.01	motion of hands or body to emphasize or help to express a thought or feeling	SIGN
kick.n.06	a rhythmic thrusting movement of the legs as in swimming or calisthenics	HIT
knock.n.05	the act of hitting vigorously	HIT
knock.n.01	the sound of knocking (as on a door or in an engine or bearing)	MAKE-A-SOUND
spanking.n.01	the act of slapping on the buttocks	HIT
discipline.n.05	the act of punishing	PUNISH
spank.n.01	a slap with the flat of the hand	HIT
smack.n.06	the act of smacking something; a blow delivered with an open hand	HIT
lob.n.02	the act of propelling something (as a ball or shell etc.) in a high arc	HIT
lob.n.01	an easy return of a tennis ball in a high arc	HIT
percussion.n.04	tapping a part of the body for diagnostic purposes	HIT
ping.n.02	a sharp high-pitched resonant sound (as of a sonar echo or a bullet striking metal)	MAKE-A-SOUND
pitch.n.07	a high approach shot in golf	HIT
place_kick.n.01	(sports) a kick in which the ball is placed on the ground before kicking	HIT
thump.n.02	a heavy blow with the hand	HIT
punt.n.03	(football) a kick in which the football is dropped from the hands and kicked before it touches the ground	HIT
putt.n.01	hitting a golf ball that is on the green using a putter	HIT
sclaff.n.01	a poor golf stroke in which the club head hits the ground before hitting the ball	HIT
shank.n.08	a poor golf stroke in which the heel of the club hits the ball	HIT
shock.n.02	the violent interaction of individuals or groups entering into combat	HIT
fight.n.02	the act of fighting; any contest or struggle	FIGHT
conflict.n.01	an open clash between two opposing groups (or individuals); --Thomas Paine	FIGHT
single.n.01	a base hit on which the batter stops safely at first base	HIT
slap.n.01	a blow from a flat object (as an open hand)	HIT
slice.n.04	a golf shot that curves to the right for a right-handed golfer	HIT
smacker.n.02	a very powerful blow with the fist	HIT
thwack.n.01	a hard blow with a flat object	HIT
overhead.n.06	a hard return hitting the tennis ball above your head	HIT
smash.n.02	a serious collision (especially of motor vehicles)	HIT
centering.n.02	(American football) putting the ball in play by passing it (between the legs) to a back	HIT
pass.n.15	(sports) the act of throwing the ball to another member of your team	THROW
snick.n.02	a glancing contact with the ball off the edge of the cricket bat	HIT
swat.n.01	a sharp blow	HIT
swing.n.03	a sweeping blow or stroke	MOVE-SOMETHING
swipe.n.01	a sweeping stroke or blow	HIT
tap.n.08	a light touch or stroke	TOUCH
teeoff.n.01	the act of hitting a golf ball from the teeing ground at the start of each hole	HIT
threshing.n.01	the separation of grain or seeds from the husks and straw	HIT
separation.n.04	sorting one thing from others	SEPARATE_FILTER_DETACH
sorting.n.03	grouping by class or kind or size	SORT_CLASSIFY_ARRANGE
grouping.n.02	the activity of putting things together in groups	GROUP
thump.n.01	a heavy dull sound (as made by impact of heavy objects)	MAKE-A-SOUND
triple.n.01	a base hit at which the batter stops safely at third base	HIT
cut.n.14	(sports) a stroke that puts reverse spin on the ball	HIT
volley.n.02	a tennis return made by hitting the ball before it bounces	HIT
wallop.n.02	a severe blow	HIT
about-face.n.02	a major change in attitude or principle or point of view	THINK
trouble.n.04	an effort that is inconvenient	THINK
brainstorming.n.01	a group problem-solving technique in which members spontaneously share ideas and solutions	THINK
contemplation.n.01	a long and thoughtful observation	THINK
stare.n.01	a fixed look with eyes open wide	SEE
rental.n.02	the act of paying for the use of something (as an apartment or house or car)	LEND
vote.n.01	a choice that is made by counting the number of people in favor of each alternative	CHOOSE
lottery.n.02	players buy (or are given) chances and prizes are distributed by casting lots	CHOOSE
gambling.n.01	the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)	BID
cast.n.07	the act of throwing dice	CHOOSE
preferment.n.01	the act of preferring	CHOOSE
promotion.n.02	act of raising in rank or position	PROMOTE
copout.n.01	a failure to face some difficulty squarely	CHOOSE
failure.n.05	an unexpected omission	FAIL_LOSE
omission.n.01	a mistake resulting from neglect	MISS_OMIT_LACK
election.n.01	a vote to select the winner of a position or political office	CHOOSE
vote.n.02	the opinion of a group as determined by voting	CHOOSE
poll.n.05	the counting of votes (as in an election)	CHOOSE
count.n.02	the act of counting; reciting numbers in ascending order	COUNT
reelection.n.01	election again	CHOOSE
volition.n.02	the act of making a choice	CHOOSE
beatification.n.03	(Roman Catholic Church) an act of the Pope who declares that a deceased person lived a holy life and is worthy of public veneration; a first step toward canonization	APPROVE_PRAISE
sanctification.n.01	a religious ceremony in which something is made holy	COMMUNE
canonization.n.01	(Roman Catholic and Eastern Orthodox Church) the act of admitting a deceased person into the canon of saints	APPROVE_PRAISE
congratulation.n.02	(usually plural) an expression of pleasure at the success or good fortune of another	APPROVE_PRAISE
congratulation.n.01	the act of acknowledging that someone has an occasion for celebration	APPROVE_PRAISE
deification.n.03	the elevation of a person (as to the status of a god)	APPROVE_PRAISE
glorification.n.03	the act of glorifying (as in worship)	APPROVE_PRAISE
adoration.n.02	the act of admiring strongly	LIKE
transfiguration.n.02	(New Testament) the sudden emanation of radiance from the person of Jesus	APPROVE_PRAISE
transfiguration.n.04	the act of transforming so as to exalt or glorify	APPROVE_PRAISE
wages.n.01	a recompense for worthy acts or retribution for wrongdoing	GIVE_GIFT
result.n.03	something that results	RESULT_CONSEQUENCE
recourse.n.01	act of turning to for assistance	RESULT_CONSEQUENCE
supervention.n.01	a following on in addition	RESULT_CONSEQUENCE
testing.n.02	an examination of the characteristics of something	VERIFY
burst.n.03	a sudden flurry of activity (often for no obvious reason)	EXIST-WITH-FEATURE
integration.n.01	the action of incorporating a racial or religious group into a community	EXIST-WITH-FEATURE
discord.n.04	strife resulting from a lack of agreement	EXIST-WITH-FEATURE
flow.n.04	any uninterrupted stream or discharge	SPILL_POUR
fortification.n.03	the addition of an ingredient for the purpose of enrichment (as the addition of alcohol to wine or the addition of vitamins to food)	ADD
freeze.n.02	weather cold enough to cause freezing	COOL
freeze.n.01	the withdrawal of heat to change something from a liquid to a solid	COOL
cooling.n.01	the process of becoming cooler; a falling temperature	COOL
going.n.03	advancing toward a goal	EXIST-WITH-FEATURE
devising.n.01	the act that results in something coming to be	MOUNT_ASSEMBLE_PRODUCE
production.n.01	the act or process of producing something	PUBLISH
pressure.n.01	the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit)	INCREASE_ENLARGE_MULTIPLY
taste.n.07	a kind of sensing; distinguishing substances by means of the taste buds	TASTE
underdevelopment.n.02	(photography) inadequate processing of film resulting in inadequate contrast	EXIST-WITH-FEATURE
development.n.08	processing a photosensitive material in order to make an image visible	SHOW
wash.n.02	the work of cleansing (usually with soap and water)	WASH_CLEAN
recrudescence.n.01	a return of something after a period of abatement	HAPPEN_OCCUR
product.n.05	a consequence of someone's efforts or of a particular set of circumstances	HAPPEN_OCCUR
luck.n.02	an unknown and unpredictable phenomenon that causes an event to result one way rather than another	HAPPEN_OCCUR
hap.n.01	an accidental happening	HAPPEN_OCCUR
recurrence.n.01	happening again (especially at regular intervals)	HAPPEN_OCCUR
repeat.n.01	an event that repeats	REPEAT
succession.n.03	the action of following in order	SORT_CLASSIFY_ARRANGE
follow-up.n.03	a subsequent examination of a patient for the purpose of monitoring earlier treatment	ANALYZE
follow-up.n.02	an activity that continues something that has already begun or that repeats something that has already been done	FINISH_CONCLUDE_END
startup.n.01	the act of setting in operation	START-FUNCTIONING
cycle.n.03	a periodically repeated sequence of events	REPEAT
perseverance.n.02	the act of persisting or persevering; continuing or repeating behavior	CONTINUE
prolongation.n.01	the act of prolonging something	CONTINUE
abscondment.n.01	the act of running away secretly (as to avoid arrest)	LEAVE_DEPART_RUN-AWAY
desertion.n.01	withdrawing support or help despite allegiance or responsibility	BETRAY
bolt.n.07	a sudden abandonment (as from a political party)	LEAVE_DEPART_RUN-AWAY
absence.n.02	failure to be present	LEAVE_DEPART_RUN-AWAY
slip.n.15	the act of avoiding capture (especially by cunning)	LEAVE_DEPART_RUN-AWAY
evasion.n.04	the act of physically escaping from something (an opponent or a pursuer or an unpleasant situation) by some adroit maneuver	LEAVE_DEPART_RUN-AWAY
escape.n.01	the act of escaping physically	LEAVE_DEPART_RUN-AWAY
break.n.16	an escape from jail	LEAVE_DEPART_RUN-AWAY
getaway.n.02	a rapid escape (as by criminals)	LEAVE_DEPART_RUN-AWAY
decampment.n.02	breaking camp	LEAVE_DEPART_RUN-AWAY
escape.n.05	a means or way of escaping	LEAVE_DEPART_RUN-AWAY
farewell.n.02	the act of departing politely	LEAVE_DEPART_RUN-AWAY
takeoff.n.01	a departure; especially of airplanes	LEAVE_DEPART_RUN-AWAY
takeoff.n.02	the initial ascent of an airplane as it becomes airborne	LEAVE_DEPART_RUN-AWAY
rise.n.04	a movement upward	RAISE
derailment.n.01	an accident in which a train runs off its track	LEAVE_DEPART_RUN-AWAY
vanishing.n.01	a sudden or mysterious disappearance	LEAVE_DEPART_RUN-AWAY
dispersion.n.01	spreading widely or driving off	SEPARATE_FILTER_DETACH
spread.n.01	process or result of distributing or extending over a wide expanse of space	CIRCULATE_SPREAD_DISTRIBUTE
dissipation.n.01	breaking up and scattering by dispersion	SEPARATE_FILTER_DETACH
scatter.n.02	the act of scattering	COVER_SPREAD_SURMOUNT
spread.n.10	act of extending over a wider scope or expanse of space or time	CIRCULATE_SPREAD_DISTRIBUTE
extension.n.02	act of expanding in scope; making more widely available	INCREASE_ENLARGE_MULTIPLY
driftage.n.01	the deviation (by a vessel or aircraft) from its intended course due to drifting	LEAVE_DEPART_RUN-AWAY
deviation.n.01	a variation that deviates from the standard or norm	DIVERSIFY
drift.n.02	the gradual departure from an intended course due to external influences (as a ship or plane)	LEAVE_DEPART_RUN-AWAY
drifting.n.01	aimless wandering from place to place	TRAVEL
wandering.n.01	travelling about without any clear destination	TRAVEL
expulsion.n.03	the act of expelling or projecting or ejecting	WET
elopement.n.01	the act of running away with a lover (usually to get married)	LEAVE_DEPART_RUN-AWAY
emigration.n.01	migration from a place (especially migration from your native country in order to settle in another)	LEAVE_DEPART_RUN-AWAY
migration.n.01	the movement of persons from one country or locality to another	GO-FORWARD
evasion.n.03	nonperformance of something distasteful (as by deceit or trickery) that you are supposed to do	ABSTAIN_AVOID_REFRAIN
negligence.n.01	failure to act with the prudence that a reasonable person would exercise under the same circumstances	MISS_OMIT_LACK
exit.n.03	the act of going out	LEAVE_DEPART_RUN-AWAY
disengagement.n.02	to break off a military action with an enemy	MOVE-BACK
immigration.n.01	migration into a place (especially migration to a country of which you are not a native in order to settle there)	LEAVE_DEPART_RUN-AWAY
liftoff.n.01	the initial ascent of a rocket from its launching pad	LEAVE_DEPART_RUN-AWAY
tarriance.n.01	the act of tarrying	LEAVE_DEPART_RUN-AWAY
move.n.02	the act of changing your residence or place of business	MOVE-SOMETHING
stampede.n.01	a headlong rush of people on a common impulse	LEAVE_DEPART_RUN-AWAY
walkout.n.02	the act of walking out (of a meeting or organization) as a sign of protest	LEAVE_DEPART_RUN-AWAY
protest.n.02	the act of protesting; a public (often organized) manifestation of dissent	REFUSE
resistance.n.11	group action in opposition to those in power	REFUSE
baptism.n.01	a Christian sacrament signifying spiritual cleansing and rebirth	COMMUNE
christening.n.01	giving a Christian name at baptism	COMMUNE
bar_mitzvah.n.01	(Judaism) an initiation ceremony marking the 13th birthday of a Jewish boy and signifying the beginning of religious responsibility	COMMUNE
bat_mitzvah.n.01	(Judaism) an initiation ceremony marking the 12th birthday of a Jewish girl and signifying the beginning of religious responsibility	COMMUNE
benediction.n.02	a ceremonial prayer invoking divine protection	COMMUNE
blessing.n.05	the act of praying for divine protection	COMMUNE
consecration.n.02	(religion) sanctification of something by setting it apart (usually with religious rites) as dedicated to God	COMMUNE
church_service.n.01	a service conducted in a house of worship	COMMUNE
communion.n.01	the act of participating in the celebration of the Eucharist	COMMUNE
sanction.n.02	a mechanism of social control for enforcing a society's standards	COMMUNE
air.n.08	medium for radio and television broadcasting	TRANSMIT
transfer.n.03	the act of transfering something from one form to another	TRANSMIT
channelization.n.01	management through specified channels of communication	DIRECT_AIM_MANEUVER
channel.n.01	a path over which electrical signals can pass	TRANSMIT
interrogation.n.02	a transmission that will trigger an answering transmission from a transponder	TRANSMIT
propagation.n.03	the movement of a wave through a medium	FLY
teleportation.n.01	a hypothetical mode of instantaneous transportation; matter is dematerialized at one place and recreated at another	TRANSMIT
figuration.n.01	representing figuratively as by emblem or allegory	IMAGINE
representation.n.10	an activity that stands as an equivalent of something or results in an equivalent	REPRESENT
re-creation.n.01	the act of creating again	CREATE_MATERIALIZE
administration.n.01	a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)	LEAD_GOVERN
lead.n.04	a position of leadership (especially in the phrase `take the lead')	LEAD_GOVERN
internationalization.n.01	the act of bringing something under international control	LEAD_GOVERN
misgovernment.n.01	government that is inefficient or dishonest	LEAD_GOVERN
classification.n.04	restriction imposed by the government on documents or weapons that are available only to certain authorized people	RESTRAIN
bridle.n.02	the act of restraining power or action or limiting excess	RESTRAIN
hold-down.n.01	a limitation or constraint	RESTRAIN
impoundment.n.01	placing private property in the custody of an officer of the law	RESTRAIN
seizure.n.04	the taking possession of something by legal process	REMOVE_TAKE-AWAY_KIDNAP
rationing.n.01	the act of rationing	RESTRAIN
conservation.n.01	an occurrence of improvement by virtue of preventing loss or injury or other change	PRESERVE
conservation.n.02	the preservation and careful management of the environment and of natural resources	PRESERVE
care.n.06	activity involved in maintaining something in good working order	PRESERVE
hardening.n.02	the process of becoming hard or solid by cooling or drying or crystallization	CHANGE-APPEARANCE/STATE
embalmment.n.01	preservation (of a dead body) by treating with balsams and drugs and other chemicals	PRESERVE
mummification.n.03	embalmment and drying a dead body and wrapping it as a mummy	PRESERVE
plastination.n.01	a process involving fixation and dehydration and forced impregnation and hardening of biological tissues; water and lipids are replaced by curable polymers (silicone or epoxy or polyester) that are subsequently hardened	PRESERVE
refrigeration.n.01	the process of cooling or freezing (e.g., food) for preservative purposes	COOL
foreboding.n.02	an unfavorable omen	GUESS
bet.n.02	the act of gambling	BID
call.n.12	(sports) the decision made by an umpire or referee	DECREE_DECLARE
conviction.n.02	(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed	DECREE_DECLARE
deposition.n.02	(law) a pretrial interrogation of a witness; usually conducted in a lawyer's office	DECREE_DECLARE
interrogation.n.03	formal systematic questioning	ASK_REQUEST
questioning.n.01	a request for information	ASK_REQUEST
destiny.n.01	an event (or a course of events) that will inevitably happen in the future	DECREE_DECLARE
doom.n.01	an unpleasant or disastrous destiny	DECREE_DECLARE
opinion.n.05	the reason for a court's judgment (as opposed to the decision itself)	DECREE_DECLARE
finding.n.02	the decision of a court on issues of fact or law	DECREE_DECLARE
predestination.n.01	previous determination as if by destiny or fate	DECREE_DECLARE
canasta.n.01	a form of rummy using two decks of cards and four jokers; jokers and deuces are wild; the object is to form groups of the same rank	DECREE_DECLARE
protest.n.01	a formal and solemn declaration of objection	OPPOSE_REBEL_DISSENT
consideration.n.06	a considerate and thoughtful act	TAKE-INTO-ACCOUNT_CONSIDER
waste.n.02	useless or profitless activity; using or expending or consuming thoughtlessly or carelessly	WASTE
squandering.n.01	spending resources lavishly and wastefully	WASTE
flop.n.03	a complete failure	FAIL_LOSE
dismantling.n.01	the act of taking something apart (as a piece of machinery)	DESTROY
fire.n.03	the process of combustion of inflammable materials producing heat and light and (often) smoke	BURN
combustion.n.01	a process in which a substance reacts with oxygen to give heat and light	BURN
oxidation.n.01	the process of oxidizing; the addition of oxygen to a compound with a loss of electrons; always occurs accompanied by reduction	COMBINE_MIX_UNITE
chemical_reaction.n.01	(chemistry) a process in which one or more substances are changed into others	UNDERGO-EXPERIENCE
fire.n.01	the event of something burning (often destructive)	DESTROY
shipwreck.n.03	an accident that destroys a ship at sea	DESTROY
laying_waste.n.01	destruction achieved by causing something to be wrecked or ruined	DESTROY
wrack.n.02	the destruction or collapse of something	DESTROY
sabotage.n.01	a deliberate act of destruction or disruption in which equipment is damaged	DESTROY
