spermatophyte.n.01	3	plant that reproduces by means of seeds not spores
vegetable.n.01	3	edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant
cultivator.n.02	3	a farm implement used to break up the surface of the soil (for aeration and weed control and conservation of moisture)
fertilizer.n.01	3	any substance such as manure or a mixture of nitrates used to make soil more fertile
sower.n.01	3	someone who sows
rotation.n.04	3	a planned recurrent sequence (of crops or personnel etc.)
vegetal.a.01	3	composed of vegetation or plants
corrective.s.02	3	tending or intended to correct or counteract or restore to a normal condition
magnifier.n.01	3	a scientific instrument that magnifies an image
distinctness.n.01	3	the quality of being sharp and clear
clearness.n.02	3	the quality of clear water
grade.n.03	3	the gradient of a slope or road or other surface
space.n.07	3	a blank area
scale.n.01	3	an ordered reference standard
proportion.n.01	3	the quotient obtained when the magnitude of a part is divided by the magnitude of the whole
quotient.n.01	3	the ratio of two quantities to be divided
revision.n.02	3	the act of rewriting something
volume_unit.n.01	3	a unit of measurement of volume or capacity
clock_time.n.01	3	a reading of a point in time as given by a clock
time.n.03	3	an indefinite period (usually marked by specific attributes or activities)
arranger.n.02	3	a musician who adapts a composition for particular voices or instruments or for another style of performance
numerical_quantity.n.01	3	a quantity expressed as a number
switch.n.05	3	a flexible implement used as an instrument of punishment
smasher.n.01	3	a person who smashes something
scourge.n.01	3	a whip used to inflict punishment (often used for pedantic humor)
maul.n.01	3	a heavy long-handled hammer used to drive stakes or wedges
top.n.02	3	the highest or uppermost side of anything
knower.n.01	3	a person who knows or apprehends
position.n.03	3	a way of regarding situations or topics etc.
optical_device.n.01	3	a device for producing or controlling light
differentiator.n.01	3	a person who (or that which) differentiates
sight.n.03	3	the ability to see; the visual faculty
eavesdropper.n.01	3	a secret listener to private conversations
abstraction.n.03	3	the process of formulating general concepts by abstracting common properties of instances
meditation.n.01	3	continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature
inspiration.n.01	3	arousal of the mind to special unusual activity or creativity
introspection.n.01	3	the contemplation of your own thoughts and desires and conduct
mind.n.05	3	attention
humanistic_discipline.n.01	3	studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills)
reason.n.03	3	the capacity for rational thought or inference or discrimination
playing_card.n.01	3	one of a pack of cards that are used to play card games
card.n.01	3	one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes
meeting.n.01	3	a formally arranged gathering
citizenry.n.01	3	the body of citizens of a state or country
acclaim.n.01	3	enthusiastic approval
ideal.n.02	3	model of excellence or perfection of a kind; one having no equal
model.n.06	3	someone worthy of imitation
approving.s.01	3	expressing or manifesting praise or approval
o.k..n.01	3	an endorsement
deity.n.01	3	any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force
commemorative.a.01	3	intended as a commemoration
recommendation.n.02	3	something that recommends (or expresses commendation of) a person or thing as worthy or desirable
calendar_day.n.01	3	a day reckoned from midnight to midnight
attendant.s.02	3	following or accompanying as a consequence
enough.n.01	3	an adequate quantity; a quantity that is large enough to achieve a purpose
accessory.n.02	3	a supplementary component that improves capability
intelligence.n.01	3	the ability to comprehend; to understand and profit from experience
excellence.n.01	3	the quality of excelling; possessing good qualities in high degree
religion.n.01	3	a strong belief in a supernatural power or powers that control human destiny
charm.n.03	3	something believed to bring good luck
lubrication.n.01	3	the condition of having been made smooth or slippery by the application of a lubricant
arrow.n.01	3	a mark to indicate a direction or relation
pointer.n.02	3	an indicator as on a dial
turbulence.n.03	3	a state of violent disturbance and disorder (as in politics or social conditions generally)
stand.n.02	3	the position where a thing or person stands
washable.a.01	3	capable of being washed without injury
coincident.s.01	3	occurring or operating at the same time
concurrence.n.04	3	the temporal property of two things happening at the same time
simultaneity.n.01	3	happening or existing or done at the same time
operation.n.01	3	the state of being in effect or being operative
duration.n.01	3	the period of time during which something continues
cycle.n.01	3	an interval during which a recurring sequence of events occurs
straggler.n.01	3	someone who strays or falls behind
broadcast.n.01	3	message that is transmitted by radio or television
receiver.n.01	3	set that receives radio or tv signals
satellite.n.01	3	man-made equipment that orbits around the earth or the moon
picturing.n.01	3	visual imagery
illusion.n.02	3	something many people believe that is false
term.n.02	3	a limited period of time
fiduciary.n.01	3	a person who holds assets in trust for a beneficiary
authority.n.01	3	the power or right to give orders or make decisions
commissioned_naval_officer.n.01	3	a commissioned officer in the navy
dictator.n.02	3	a ruler who is unconstrained by law
dominion.n.01	3	dominance or power through legal authority
circuit.n.01	3	an electrical device that provides a path for electrical current to flow
restriction.n.01	3	a principle that limits the extent of something
preserver.n.02	3	a cook who preserves fruits or meat
body.n.03	3	a natural object consisting of a dead animal or person
anticipant.s.01	3	marked by eager anticipation
predictive.s.01	3	of or relating to prediction; having value for making predictions
anticipatory.s.01	3	in anticipation
prisoner.n.01	3	a person who is confined; especially a prisoner of war
destination.n.02	3	the ultimate goal for which something is done
quarryman.n.01	3	a man who works in a quarry
burn.n.04	3	a place or area that has been burned (especially on a person's body)
decline.n.02	3	a condition inferior to an earlier condition; a gradual falling off from a better state
spender.n.03	3	someone who spends money to purchase goods or services
schemer.n.01	3	a planner who draws up a personal scheme of action
train.n.01	3	public transport provided by a line of railway cars coupled together and drawn by a locomotive
convergent.a.01	3	tending to come together from different directions
line.n.03	3	a formation of people or things one behind another
troop.n.04	3	an orderly crowd
oil_well.n.01	3	a well that yields or has yielded oil
well.n.01	3	a deep hole or shaft dug or drilled to obtain water or oil or gas or brine
aquatic_mammal.n.01	3	whales and dolphins; manatees and dugongs; walruses; seals
bearing.n.02	3	the direction or path along which something moves or along which it lies
multitude.n.02	3	a large gathering of people
marcher.n.02	3	walks with regular or stately step
migrant.s.01	3	habitually moving from place to place especially in search of seasonal work
wading_bird.n.01	3	any of many long-legged birds that wade in water in search of food
breakdown.n.02	3	a mental or physical breakdown
contamination.n.01	3	the state of being contaminated
abrader.n.01	3	a tool or machine used for wearing down or smoothing or polishing
scour.n.01	3	a place that is scoured (especially by running water)
animal_foot.n.01	3	the pedal extremity of vertebrates other than human beings
caustic.s.02	3	of a substance, especially a strong acid; capable of destroying or eating away by chemical action
rust.n.01	3	a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture
ferric_oxide.n.01	3	a red oxide of iron
debris.n.01	3	the remains of something that has been destroyed or broken up
awl.n.01	3	a pointed tool for marking surfaces or for punching small holes
lumberman.n.01	3	a person who fells trees
dab.n.02	3	a small quantity of something moist or liquid
pool.n.06	3	a small body of standing water (rainwater) or other liquid
pisser.n.01	3	a person who urinates
executive.a.01	3	having the function of carrying out plans or orders etc.
anomaly.n.02	3	a person who is unusual
diversification.n.02	3	the condition of being varied
mutant.n.01	3	(biology) an organism that has characteristics resulting from chromosomal alteration
assignable.s.01	3	legally transferable to the ownership of another
grantee.n.01	3	a recipient of a grant
granter.n.01	3	a person who grants or gives something
enjoyer.n.01	3	a person who delights in having or using or experiencing something
happiness.n.01	3	state of well-being characterized by emotions ranging from contentment to intense joy
delusion.n.01	3	(psychology) an erroneous belief that is held in the face of evidence to the contrary
spill.n.01	3	liquid that is spilled
center.n.04	3	a point equidistant from the ends of a line or the extremities of a figure
centrifuge.n.01	3	an apparatus that uses centrifugal force to separate particles from a suspension
usher.n.03	3	someone employed to conduct others
escort.n.03	3	an attendant who is employed to accompany someone
manipulator.n.02	3	a person who handles things manually
herder.n.02	3	someone who drives a herd
propellant.s.01	3	tending to or capable of propelling
annelid.n.01	3	worms with cylindrical bodies segmented both internally and externally
worm.n.01	3	any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae
front.n.04	3	the side that is seen or that goes first
lot.n.02	3	a parcel of land having fixed boundaries
rake.n.03	3	a long-handled tool with a row of teeth at its head; used to move leaves or loosen soil
reciprocative.s.02	3	moving alternately backward and forward
oarsman.n.01	3	someone who rows a boat
polish.n.01	3	the property of being smooth and shiny
comb.n.01	3	a flat device with narrow pointed teeth on one edge; disentangles or arranges hair
laundry.n.01	3	garments or white goods that can be cleaned by laundering
swab.n.02	3	cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors
plumbing_fixture.n.01	3	a fixture for the distribution and use of water in a building
beatable.s.01	3	susceptible to being defeated
subduer.n.01	3	someone who overcomes and establishes ascendancy and control by force or persuasion
better.n.04	3	the superior one of two alternatives
ecstasy.n.01	3	a state of being carried away by overwhelming emotion; - Charles Dickens
refiner.n.01	3	one whose work is to refine a specific thing
droppings.n.01	3	fecal matter of animals
attention.n.03	3	a general interest that leads people to want to know more
chessman.n.01	3	any of 16 white and 16 black pieces used in playing the game of chess
man.n.10	3	game equipment consisting of an object used in playing certain board games
salute.n.01	3	an act of honor or courteous recognition
defecator.n.01	3	a person who defecates
crap.n.01	3	obscene terms for feces
gum.n.03	3	any of various substances (soluble in water) that exude from certain plants; they are gelatinous when moist but harden on drying
argument.n.01	3	a fact or assertion offered as evidence that something is true
delineation.n.02	3	a drawing of the outlines of forms or objects
screening.n.01	3	the display of a motion picture
exposure.n.01	3	vulnerability to the elements; to the action of heat or cold or wind or rain;  or
vulnerability.n.02	3	susceptibility to injury or attack
miner.n.01	3	laborer who works in a mine
shovel.n.01	3	a hand tool for lifting loose material; consists of a curved container or scoop and a handle
curvature.n.03	3	the property possessed by the curving of a line or surface
fit.n.03	3	the manner in which something fits
tail.n.05	3	a spy employed to follow someone and report their movements
date.n.07	3	a particular day specified as the time something happens
date.n.01	3	the specified day of the month
vagrant.n.01	3	a wanderer who has no established residence or visible means of support
glider.n.01	3	aircraft supported only by the dynamic action of air against its surfaces
vacation.n.01	3	leisure time away from work devoted to rest or pleasure
leisure.n.01	3	time available for ease and relaxation
runner.n.02	3	someone who travels on foot by running
plier.n.01	3	someone who plies a trade
sail.n.01	3	a large piece of fabric (usually canvas fabric) by means of which wind is used to propel a sailing vessel
seesaw.n.01	3	a plaything consisting of a board balanced on a fulcrum; the board is ridden up and down by children at either end
stooper.n.02	3	a person who carries himself or herself with the head and shoulders habitually bent forward
analyst.n.01	3	someone who is skilled at analyzing data
sketch.n.03	3	short descriptive summary (of events)
deriving.n.01	3	(historical linguistics) an explanation of the historical origins of a word or phrase
exploration.n.03	3	a systematic consideration
nosiness.n.01	3	offensive inquisitiveness
curiousness.n.01	3	a state of active curiosity
peripheral.n.01	3	(computer science) electronic equipment connected by cable to the CPU of a computer
triangle.n.01	3	a three-sided polygon
affliction.n.01	3	a state of great suffering and distress due to adversity
disappointment.n.01	3	a feeling of dissatisfaction that results when your expectations are not realized
suppressor.n.01	3	someone who suppresses
court_order.n.01	3	a writ issued by a court of law requiring a person to do something or to refrain from doing something
injunction.n.02	3	(law) a judicial remedy issued in order to prohibit a party from doing or continuing to do a certain activity
discipline.n.03	3	the trait of being well behaved
drug_user.n.01	3	a person who takes drugs
antique.n.02	3	any piece of furniture or decorative object or the like produced in a former period and valuable because of its beauty or rarity
antiquity.n.03	3	an artifact surviving from the past
bargain.n.02	3	an advantageous purchase
buyer.n.01	3	a person who buys
shop.n.01	3	a mercantile establishment for the retail sale of goods or services
shopper.n.01	3	someone who visits stores in search of articles to buy
return.n.06	3	the income or profit arising from such transactions as the sale of land or other property
intrigue.n.01	3	a crafty and involved plot to achieve your (usually sinister) ends
recruit.n.02	3	any new member or supporter (as in the armed forces)
oil.n.01	3	a slippery or viscous liquid or liquefiable substance not miscible with water
surrenderer.n.01	3	a person who yields or surrenders
hand.n.06	3	the cards held in a card game by a given player at any given time
pot.n.09	3	street names for marijuana
cannabis.n.02	3	the most commonly used illicit drug; considered a soft drug, it consists of the dried leaves of the hemp plant; smoked or chewed for euphoric effect
soft_drug.n.01	3	a drug of abuse that is considered relatively mild and not likely to cause addiction
dose.n.02	3	the quantity of an active agent (substance or radiation) taken in or absorbed at any one time
repayment.n.02	3	payment of a debt or obligation
security_interest.n.01	3	any interest in a property that secures the payment of an obligation
reference.n.08	3	a publication (or a passage from a publication) that is referred to
reference_book.n.01	3	a book to which you can refer for authoritative facts
search.n.04	3	the examination of alternative hypotheses
searcher.n.02	3	a customs official whose job is to search baggage or goods or vehicles for contraband or dutiable items
map.n.01	3	a diagrammatic representation of the earth's surface (or part of it)
benefit.n.02	3	something that aids or promotes well-being
recuperative.s.01	3	promoting recuperation
cue.n.01	3	an actor's line that immediately precedes and serves as a reminder for some action or speech
tension.n.02	3	the physical condition of being stretched or strained
couple.n.02	3	a pair of people who live together
family.n.02	3	primary social group; parents and children
masturbator.n.01	3	a person who practices masturbation
darling.n.01	3	a special loved one
appearance.n.04	3	a mental representation
gun.n.01	3	a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)
american.n.01	3	a native or inhabitant of the United States
lurker.n.01	3	someone waiting in concealment
assaultive.s.01	3	disposed to attack
violator.n.02	3	someone who assaults others sexually
warhead.n.01	3	the front part of a guided missile or rocket or torpedo that carries the nuclear or explosive charge or the chemical or biological agents
bomb.n.01	3	an explosive device fused to explode under specific conditions
invader.n.01	3	someone who enters by force in order to conquer
pilot.n.01	3	someone who is licensed to operate an aircraft in flight
love_story.n.01	3	a story dealing with love
love_affair.n.01	3	a relationship between two lovers
relationship.n.02	3	a state of connectedness between people (especially an emotional connection)
date.n.02	3	a participant in a date
post.n.04	3	an upright consisting of a piece of timber or metal fixed firmly in an upright position
noose.n.02	3	a loop formed in a cord or rope by means of a slipknot; it binds tighter as the cord or rope is pulled
knit.n.03	3	needlework created by interlacing yarn in a series of connected loops using straight eyeless needles or by machine
fastness.n.02	3	the quality of being fixed in place as by some firm attachment
immovability.n.01	3	not capable of being moved or rearranged
immobility.n.02	3	the quality of not moving
lock.n.01	3	a fastener fitted to a door or drawer to keep it firmly closed
peg.n.01	3	a wooden pin pushed or driven into a surface
screw.n.04	3	a fastener with a tapered threaded shank and a slotted head
string.n.01	3	a lightweight cord
support.n.07	3	supporting structure that holds up or provides a foundation
reliever.n.03	3	a pitcher who does not start the game
bark.n.01	3	tough protective covering of the woody stems and roots of trees and other woody plants
slide_fastener.n.01	3	a fastener for locking together two toothed edges by means of a sliding tab
reference.n.06	3	the most direct or specific meaning of a word or expression; the class of objects that an expression refers to
sign.n.09	3	a gesture that is part of a sign language
calendar.n.02	3	a list or register of events (appointments or social events or court cases etc)
notch.n.03	3	a V-shaped or U-shaped indentation carved or scratched into a surface
recorder.n.01	3	equipment for making records
magnetic_tape.n.01	3	memory device consisting of a long thin plastic strip coated with iron oxide; used to record audio or video signals or to store computer information
confederation.n.02	3	a union of political organizations
conspirator.n.01	3	a member of a conspiracy
club.n.02	3	a formal association of people with similar interests
league.n.01	3	an association of sports teams that organizes matches for its members
consortium.n.01	3	an association of companies for some definite purpose
ascender.n.01	3	someone who ascends
elevator.n.01	3	lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building
climber.n.04	3	someone who climbs as a sport; especially someone who climbs mountains
board.n.02	3	a stout length of sawn timber; made in a wide variety of sizes and used for many purposes
spear.n.01	3	a long pointed rod used as a tool or weapon
undergarment.n.01	3	a garment worn under other garments
imbrication.n.01	3	covering with a design in which one element covers a part of another (as with tiles or shingles)
lap.n.04	3	a flap that lies over another part
amateur.n.01	3	someone who pursues a study or sport as a pastime
study.n.02	3	applying the mind to learning and understanding a subject (especially by reading)
reason.n.06	3	a fact that logically justifies some premise or conclusion
breast.n.01	3	the front of the trunk from the neck to the abdomen
itch.n.03	3	an irritating cutaneous sensation that produces a desire to scratch
moonshine.n.02	3	whiskey illegally distilled from a corn mash
corn_whiskey.n.01	3	whiskey distilled from a mash of not less than 80 percent corn
whiskey.n.01	3	a liquor made from fermented mash of grain
dealer.n.03	3	a seller of illicit goods
remainder.n.01	3	something left after other parts have been taken away
speculator.n.02	3	someone who risks losses for the possibility of considerable gains
waiter.n.01	3	a person whose occupation is to serve at table (as in a restaurant)
dining-room_attendant.n.01	3	someone employed to provide service in a dining room
slop.n.01	3	wet feed (especially for pigs) consisting of mostly kitchen waste mixed with water or skimmed or sour milk
host.n.08	3	the owner or manager of an inn
patron.n.02	3	the proprietor of an inn
sutler.n.01	3	a supplier of victuals or supplies to an army
lapse.n.02	3	a break or intermission in the occurrence of something
mistake.n.02	3	an understanding of something that is not correct
interpretation.n.01	3	a mental representation of the meaning or significance of something
open.n.01	3	a clear or unobstructed space or expanse of land or water
cull.n.01	3	the person or thing that is rejected or set aside as inferior in quality
shell.n.04	3	the hard usually fibrous outer layer of some fruits especially nuts
type.n.06	3	a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper
sludge.n.02	3	any thick, viscous matter
oxygen.n.01	3	a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust
tap.n.06	3	a plug for a bunghole in a cask
firework.n.01	3	(usually plural) a device with an explosive that burns at a low rate and with colored flames; can be used to illuminate areas or send signals etc.
low_explosive.n.01	3	an explosive with a low rate of combustion
alarm.n.02	3	a device that signals the occurrence of some undesirable event
spiny-finned_fish.n.01	3	a teleost fish with fins that are supported by sharp inflexible rays
teleost_fish.n.01	3	a bony fish of the subclass Teleostei
bony_fish.n.01	3	any fish of the class Osteichthyes
bird_of_prey.n.01	3	any of numerous carnivorous birds that hunt and kill other animals
resonant.s.01	3	characterized by resonance
snicker.n.01	3	a disrespectful laugh
transducer.n.01	3	an electrical device that converts one form of energy into another
abridger.n.01	3	one who shortens or abridges or condenses a written work
shortener.n.01	3	any agent that shortens
expurgator.n.01	3	a person who edits a text by removing obscene or offensive words or passages
pique.n.02	3	a sudden outburst of anger
moderation.n.01	3	quality of being moderate and avoiding extremes
valve.n.03	3	control consisting of a mechanical device for controlling the flow of a fluid
decrease.n.03	3	the amount by which something decreases
berth.n.03	3	a bed on a ship or train; usually in tiers
extenuation.n.01	3	a partial excuse to mitigate censure; an attempt to represent an offense as less serious than it appears by showing mitigating circumstances
dilutant.n.01	3	a diluting agent
navigator.n.02	3	the member of an aircrew who is responsible for the aircraft's course
aircrewman.n.01	3	a member of an aircrew
crewman.n.02	3	a member of a flight crew
sledder.n.01	3	someone who rides a sled
examiner.n.01	3	someone who administers a test to determine your qualifications
voucher.n.01	3	someone who vouches for another or for the correctness of a statement
protection.n.04	3	the condition of being protected
conductor.n.02	3	a substance that readily conducts e.g. electricity and heat
spreader.n.01	3	a hand tool for spreading something
hydrocarbon.n.01	3	an organic compound containing only carbon and hydrogen
calcium.n.01	3	a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals
code.n.02	3	a coding system used for transmitting messages requiring brevity or secrecy
colloid.n.01	3	a mixture with properties between those of a solution and fine suspension
inhalation_anesthetic.n.01	3	a gas that produces general anesthesia when inhaled
general_anesthetic.n.01	3	an anesthetic that anesthetizes the entire body and causes loss of consciousness
gelatin.n.01	3	a colorless water-soluble glutinous protein obtained from animal tissues such as bone and skin
ion.n.01	3	a particle that is electrically charged (positive or negative); an atom or molecule or group that has lost or gained one or more electrons
magnet.n.01	3	(physics) a device that attracts iron and produces a magnetic field
redeemer.n.02	3	someone who redeems or buys back (promissory notes or merchandise or commercial paper etc.)
wash.n.01	3	a thin coat of water-base paint
coat.n.01	3	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors
sheathing.n.01	3	protective covering consisting, for example, of a layer of boards applied to the studs and joists of a building to strengthen it and serve as a foundation for a weatherproof exterior
daub.n.01	3	material used to daub walls
clay.n.01	3	a very fine-grained soil that is plastic when moist but hard when fired
facing.n.03	3	a protective covering that protects the outside of a building
felt.n.01	3	a fabric made of compressed matted animal fibers
foil.n.01	3	a piece of thin and flexible sheet metal
sheet_metal.n.01	3	sheet of metal formed into a thin plate
frosting.n.01	3	a flavored sugar topping used to coat and decorate cakes
gold_plate.n.01	3	tableware that is plated with gold
gold_plate.n.02	3	a thin plating of gold on something
flat_coat.n.01	3	the first or preliminary coat of paint or size applied to a surface
coat_of_paint.n.01	3	a layer of paint covering something else
insulating_material.n.01	3	a material that reduces or prevents the transmission of heat or sound or electricity
disguise.n.02	3	any attire that modifies the appearance in order to conceal the wearer's identity
sensitizer.n.01	3	(chemistry) a substance other than a catalyst that facilitates the start of a catalytic reaction
roofing_material.n.01	3	building material used in constructing roofs
tile.n.01	3	a flat thin rectangular slab (as of fired clay or rubber or linoleum) used to cover surfaces
slab.n.01	3	block consisting of a thick piece of something
insurance.n.01	3	promise of reimbursement in the case of loss; paid to people or companies so concerned about hazards that they have made prepayments to an insurance company
security.n.02	3	defense against financial failure; financial independence
team.n.01	3	a cooperative unit (especially in sports)
exemption.n.01	3	immunity from an obligation or duty
unsusceptibility.n.01	3	the state of not being susceptible
armor.n.01	3	protective covering made of metal and used in combat
abstainer.n.02	3	a person who refrains from drinking intoxicating beverages
evitable.a.01	3	capable of being avoided or warded off
detachment.n.04	3	a small unit of troops of special composition
direction.n.02	3	the spatial relation between something and the course along which it points or moves
fine.n.01	3	money extracted as a penalty
accusation.n.02	3	an assertion that someone is guilty of a fault or offence
plaintiff.n.01	3	a person who brings an action in a court of law
calumniatory.s.01	3	(used of statements) harmful and often untrue; tending to discredit or malign
smear.n.01	3	slanderous defamation
sauce.n.01	3	flavorful relish or dressing or topping served as an accompaniment to food
fisherman.n.01	3	someone whose occupation is catching fish
decapod_crustacean.n.01	3	crustaceans characteristically having five pairs of locomotor appendages each joined to a segment of the thorax
crustacean.n.01	3	any mainly aquatic arthropod usually having a segmented body and chitinous exoskeleton
appropriator.n.01	3	someone who takes for his or her own use (especially without permission)
babysitter.n.01	3	a person engaged to care for children when the parents are not home
proctor.n.01	3	someone who supervises (an examination)
lookout.n.01	3	a person employed to keep watch for some anticipated event
bulletin.n.01	3	a brief report (especially an official statement issued for immediate publication or broadcast)
isolable.s.01	3	capable of being isolated or disjoined
abundance.n.01	3	the property of a more than adequate quantity or supply
quantity.n.02	3	an adequate or large amount
wangle.n.01	3	an instance of accomplishing something by scheming or trickery
finagler.n.01	3	a deceiver who uses crafty misleading methods
forger.n.02	3	someone who makes copies illegally
arrogator.n.01	3	a person who through conceit makes pretentious claims to rights or advantages that he or she is not entitled to or to qualities that he or she does not possess
pouch.n.01	3	a small or medium size container for holding or carrying things
embezzler.n.01	3	someone who violates a trust by taking (money) for his own use
privation.n.01	3	a state of extreme poverty
partaker.n.01	3	someone who has or gives or receives a part or a share
output.n.04	3	the quantity of something (as a commodity) that is created (usually within a given period of time)
disrepute.n.01	3	the state of being held in low esteem
detail.n.02	3	a small part that can be considered separately from the whole
haggle.n.01	3	an instance of intense argument (as in bargaining)
bargainer.n.02	3	negotiator of the terms of a transaction
sanity.n.01	3	normal or sound powers of mind
mental_health.n.01	3	the psychological state of someone who is functioning at a satisfactory level of emotional and behavioral adjustment
articulatory.a.01	3	of or relating to articulation
clarity.n.01	3	free from obscurity and easy to understand; the comprehensibility of clear expression
comprehensibility.n.01	3	the quality of comprehensible language or thought
enumeration.n.01	3	a numbered list
admission.n.02	3	an acknowledgment of the truth of something
fink.n.01	3	someone acting as an informer or decoy for the police
identity.n.02	3	the individual characteristics by which a thing or person is recognized or known
individualization.n.01	3	discriminating the individual from the generic group or species
alarm.n.01	3	fear resulting from the awareness of danger
readiness.n.01	3	the state of having been made ready or prepared for use or action (especially military action)
nester.n.02	3	a bird that has built (or is building) a nest
jewel.n.01	3	a precious or semiprecious stone incorporated into a piece of jewelry
answer.n.01	3	a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation
dissentient.s.02	3	disagreeing, especially with a majority
note.n.01	3	a brief written record
period.n.07	3	a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations
scribble.n.02	3	an aimless drawing
fool.n.01	3	a person who lacks good judgment
humorist.n.01	3	someone who acts speaks or writes in an amusing way
claimant.n.01	3	someone who claims a benefit or right or title
invitatory.s.01	3	conveying an invitation
poll.n.01	3	an inquiry into public opinion conducted by interviewing a random sample of people
order.n.09	3	a body of rules followed by an assembly
taster.n.01	3	someone who samples food or drink for its quality
typing.n.01	3	writing done with a typewriter
negation.n.02	3	the speech act of negating
rejective.a.01	3	rejecting or tending to reject
manufacturer.n.02	3	someone who manufactures something
cooker.n.01	3	a utensil for cooking
educational_institution.n.01	3	an institution dedicated to education
stuffing.n.01	3	a mixture of seasoned ingredients used to stuff meats and vegetables
laugher.n.01	3	a person who is laughing or who laughs easily
sneer.n.01	3	a facial expression of contempt or scorn; the upper lip curls
actual.a.01	3	presently existing in fact and not merely potential or possible
alphabet.n.01	3	a character set that includes letters and is used to write a language
character_set.n.01	3	an ordered list of characters that are used together in writing or printing
script.n.03	3	a particular orthography or writing system
trope.n.01	3	language used in a figurative or nonliteral sense
coverage.n.03	3	the news as presented by reporters for newspapers or radio or television
emotionality.n.01	3	emotional nature or quality
portrayal.n.01	3	a word picture of a person's appearance and character
assiduity.n.01	3	great and constant diligence and attention
diligence.n.02	3	persevering determination to perform a task
fan.n.03	3	an ardent follower and admirer
glue.n.01	3	cement consisting of a sticky substance that is used as an adhesive
attentiveness.n.01	3	paying particular notice (as to children or helpless people)
esteem.n.01	3	the condition of being honored (esteemed or respected or well regarded)
love.n.02	3	any object of warm affection or devotion
indicator.n.02	3	a signal for attracting attention
handshake.n.01	3	grasping and shaking a person's hand (as to acknowledge an introduction or to agree on a contract)
grain.n.01	3	a relatively small granular particle of a substance
curtain.n.01	3	hanging cloth used as a blind (especially for a window)
bill_poster.n.01	3	someone who pastes up bills or placards on walls or billboards
reissue.n.01	3	a publication (such as a book) that is reprinted without changes or editing and offered again for sale
dueler.n.01	3	a person who fights duels
address.n.02	3	the place where a person or organization can be found or communicated with
manufacturer.n.01	3	a business engaged in manufacturing some product
heraldry.n.02	3	emblem indicating the right of a person to bear arms
insert.n.02	3	an artifact that is inserted or is to be inserted
actuator.n.01	3	a mechanism that puts something into automatic action
compartment.n.01	3	a space into which an area is subdivided
rest.n.06	3	a support on which things can be put
seat.n.04	3	any support where you can sit (especially the part of a chair or bench etc. on which you sit)
additive.a.02	3	characterized or produced by addition
addable.s.01	3	capable of being added or added to
modifier.n.01	3	a content word that qualifies the meaning of a noun or verb
supplement.n.02	3	a quantity added (e.g. to make up for a deficiency)
attendant.n.02	3	a person who is present and participates in a meeting
abasement.n.01	3	a low or downcast state; - H.L.Menchken
corruptible.s.01	3	capable of being corrupted
unsuitability.n.01	3	the quality of having the wrong properties for a specific purpose
playing_period.n.01	3	(in games or plays or other performances) the time during which play proceeds
array.n.01	3	an orderly arrangement
attribution.n.02	3	assigning to a cause or source
creative.s.02	3	promoting construction or creation
derivative.s.01	3	resulting from or employing derivation
derivation.n.01	3	the source or origin from which something derives (i.e. comes or issues)
couturier.n.01	3	someone who designs clothing
effecter.n.01	3	one who brings about a result or event; one who accomplishes a purpose
reason.n.01	3	a rational motive for a belief or action
verse.n.02	3	a piece of poetry
reverberant.a.01	3	having a tendency to reverberate or be repeatedly reflected
iterative.s.01	3	marked by iteration
master_of_ceremonies.n.01	3	a person who acts as host at formal occasions (makes an introductory speech and introduces other speakers)
accumulative.s.01	3	increasing by successive addition
stack.n.01	3	an orderly pile
temper.n.02	3	a characteristic (habitual or relatively temporary) state of feeling
cosmetic.s.01	3	serving an esthetic rather than a useful purpose
outfit.n.02	3	a set of clothing (with accessories)
complexity.n.01	3	the quality of being intricate and compounded
flower_arrangement.n.01	3	a decorative arrangement of flowers
embellishment.n.02	3	a superfluous ornament
edging.n.01	3	border consisting of anything placed on the edge to finish something (such as a fringe on clothing or on a rug)
glamor.n.01	3	alluring beauty or charm (often with sex-appeal)
manicurist.n.01	3	a beautician who cleans and trims and polishes the fingernails
beautician.n.01	3	someone who works in a beauty parlor
panel.n.01	3	sheet that forms a distinct (usually flat and rectangular) section or component of something
pargeting.n.02	3	ornamental plasterwork
diggings.n.02	3	temporary living quarters
